created_at,tree_id,block_id,the_geom,tree_dbh,stump_diam,curb_loc,status,health,spc_latin,spc_common,steward,guards,sidewalk,user_type,problems,root_stone,root_grate,root_other,trnk_wire,trnk_light,trnk_other,brnch_ligh,brnch_shoe,brnch_othe,adressess,address,zipcode,zip_city,cb_num,borocode,boroname,cncldist,st_assem,st_senate,nta,nta_name,boro_ct,state,latitude,longitude,x_sp,y_sp
9/2/15,196130,206122,POINT (-73.97721789744 40.61324054313011),24,0,OnCurb,Alive,Good,Platanus x acerifolia,London planetree,None,None,Damage,TreesCount Staff,"Stones,WiresRope",Yes,No,No,Yes,No,No,No,No,No,"2327 63 STREET,Brooklyn,Brooklyn,11204",2327 63 STREET,11204,Brooklyn,311,3,Brooklyn,44,48,17,BK29,Bensonhurst East,3043600,New York,40.6132405,-73.977218,990575.261,162697.275
9/3/15,200676,229928,POINT (-73.96044297686721 40.62480755663272),32,0,OnCurb,Alive,Good,Platanus x acerifolia,London planetree,None,None,Damage,TreesCount Staff,Stones,Yes,No,No,No,No,No,No,No,No,"1020 EAST 16 STREET,Brooklyn,Brooklyn,11230",1020 EAST 16 STREET,11230,Brooklyn,314,3,Brooklyn,44,48,17,BK43,Midwood,3053200,New York,40.6248076,-73.960443,995230.775,166913.099
9/6/15,206326,301258,POINT (-73.89249204770594 40.76679522573525),13,0,OnCurb,Alive,Good,Platanus x acerifolia,London planetree,None,None,Damage,Volunteer,None,No,No,No,No,No,No,No,No,No,"22-058 77 STREET,East Elmhurst,Queens,11370",22-058 77 STREET,11370,East Elmhurst,401,4,Queens,22,36,13,QN72,Steinway,4031700,New York,40.7667952,-73.892492,1014030.02,218659.21
9/5/15,204118,415444,POINT (-74.14007848548106 40.56872513256854),11,0,OnCurb,Alive,Good,Platanus x acerifolia,London planetree,1or2,None,NoDamage,NYC Parks Staff,None,No,No,No,No,No,No,No,No,No,"125 WEST CEDARVIEW AVENUE,Staten Island,Staten Island,10306",125 WEST CEDARVIEW AVENUE,10306,Staten Island,503,5,Staten Island,50,62,24,SI25,Oakwood-Oakwood Beach,5013800,New York,40.5687251,-74.140078,945332.457,146509.479
8/31/15,192653,207574,POINT (-73.96632142166791 40.58802013648723),22,0,OnCurb,Alive,Good,Platanus x acerifolia,London planetree,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,"2536 OCEAN PARKWAY,Brooklyn,Brooklyn,11223",2536 OCEAN PARKWAY,11223,Brooklyn,313,3,Brooklyn,47,46,23,BK26,Gravesend,3037401,New York,40.5880201,-73.966321,993604.109,153509.81
9/4/15,203592,348060,POINT (-73.85445969770379 40.7133838901074),38,0,OnCurb,Alive,Good,Platanus x acerifolia,London planetree,None,None,NoDamage,Volunteer,"Stones,BranchLights",Yes,No,No,No,No,No,Yes,No,No,"90-013 69 AVENUE,Forest Hills,Queens,11375",90-013 69 AVENUE,11375,Forest Hills,406,4,Queens,29,28,15,QN17,Forest Hills,4070700,New York,40.7133839,-73.85446,1024597.42,199215.01
8/30/15,189338,219520,POINT (-73.9663647807708 40.6952057852503),18,0,OffsetFromCurb,Alive,Good,Platanus x acerifolia,London planetree,None,None,NoDamage,Volunteer,Stones,Yes,No,No,No,No,No,No,No,No,"88 HALL STREET,Brooklyn,Brooklyn,11205",88 HALL STREET,11205,Brooklyn,302,3,Brooklyn,35,50,25,BK69,Clinton Hill,3019100,New York,40.6952058,-73.966365,993577.072,192560.455
9/7/15,208240,106402,POINT (-73.97276285920823 40.78233866823086),2,0,OffsetFromCurb,Alive,Good,Platanus x acerifolia,London planetree,1or2,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,"11 WEST 81 STREET,New York,Manhattan,10024",11 WEST 81 STREET,10024,New York,107,1,Manhattan,6,67,29,MN12,Upper West Side,1016500,New York,40.7823387,-73.972763,991793.009,224305.106
9/7/15,208247,106402,POINT (-73.97308772691781 40.78250569576515),29,0,OnCurb,Alive,Fair,Ulmus americana,American elm,1or2,Helpful,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,"15 WEST 81 STREET,New York,Manhattan,10024",15 WEST 81 STREET,10024,New York,107,1,Manhattan,6,67,29,MN12,Upper West Side,1016500,New York,40.7825057,-73.973088,991703.022,224365.932
9/5/15,204203,415447,POINT (-74.1391287419038 40.56873093262929),11,0,OnCurb,Alive,Fair,Platanus x acerifolia,London planetree,1or2,None,Damage,Volunteer,"Stones,BranchOther",Yes,No,No,No,No,No,No,No,Yes,"328 THOMAS STREET,Staten Island,Staten Island,10306",328 THOMAS STREET,10306,Staten Island,503,5,Staten Island,50,62,24,SI25,Oakwood-Oakwood Beach,5013800,New York,40.5687309,-74.139129,945596.324,146511.171
9/4/15,203385,347979,POINT (-73.85210322557508 40.71269661040168),23,0,OnCurb,Alive,Good,Platanus x acerifolia,London planetree,1or2,None,Damage,Volunteer,"Stones,BranchLights",Yes,No,No,No,No,No,Yes,No,No,"92-018 70 AVENUE,Forest Hills,Queens,11375",92-018 70 AVENUE,11375,Forest Hills,406,4,Queens,29,28,15,QN17,Forest Hills,4072900,New York,40.7126966,-73.852103,1025251.11,198965.708
